Acc Z,Labels
0.138905814,Sitting
0.135006542,Sitting
0.13969753,Sitting
0.121619508,Sitting
0.158212218,Sitting
0.108100843,Sitting
0.164187079,Sitting
0.170346263,Sitting
0.134714198,Sitting
0.152247566,Sitting
0.169883702,Sitting
0.154629925,Sitting
0.17911924,Sitting
0.1025762,Sitting
0.120412424,Sitting
0.154368261,Sitting
0.142567186,Sitting
0.113598217,Sitting
0.180058951,Sitting
0.178202709,Sitting
0.146141328,Sitting
0.133348404,Sitting
0.079020172,Sitting
0.128918872,Sitting
0.141561845,Sitting
0.114956717,Sitting
0.148601206,Sitting
0.147801932,Sitting
0.200416987,Sitting
0.180721443,Sitting
0.121010434,Sitting
0.179073938,Sitting
0.173459322,Sitting
0.14566913,Sitting
0.144266887,Sitting
0.195108603,Sitting
0.097665017,Sitting
0.167185748,Sitting
0.145461442,Sitting
0.18889995,Sitting
0.165062198,Sitting
0.072218724,Sitting
0.078890245,Sitting
0.167608125,Sitting
0.195952558,Sitting
0.200395909,Sitting
0.146165335,Sitting
0.141856835,Sitting
0.17130719,Sitting
0.184033936,Sitting
0.192758001,Sitting
0.137867736,Sitting
0.146459675,Sitting
0.132230567,Sitting
0.174195846,Sitting
0.174916017,Sitting
0.12403447,Sitting
0.153766103,Sitting
0.185109796,Sitting
0.172876479,Sitting
0.169638679,Sitting
0.140370998,Sitting
0.13415241,Sitting
0.121668459,Sitting
0.166587521,Sitting
0.179207913,Sitting
0.121616242,Sitting
0.128723055,Sitting
0.15593344,Sitting
0.132489563,Sitting
0.159819586,Sitting
0.175175106,Sitting
0.152793539,Sitting
0.149505923,Sitting
0.172810983,Sitting
0.175437577,Sitting
0.146580494,Sitting
0.20582294,Sitting
0.188680593,Sitting
0.114629773,Sitting
0.137317591,Sitting
0.153812392,Sitting
0.136898103,Sitting
0.145014029,Sitting
0.144887429,Sitting
0.108205402,Sitting
0.14968462,Sitting
0.156753363,Sitting
0.173738796,Sitting
0.151064361,Sitting
0.171941569,Sitting
0.1497742,Sitting
0.114845691,Sitting
0.129618555,Sitting
0.164235794,Sitting
0.141734336,Sitting
0.129635479,Sitting
0.180118675,Sitting
0.096456488,Sitting
0.164225574,Sitting
0.171727193,Sitting
0.173003178,Sitting
0.17682411,Sitting
0.107911839,Sitting
0.120645044,Sitting
0.126236401,Sitting
0.147326561,Sitting
0.180392371,Sitting
0.164679357,Sitting
0.122021043,Sitting
0.148690047,Sitting
0.124097693,Sitting
0.129181042,Sitting
0.087040082,Sitting
0.145899641,Sitting
0.08291027,Sitting
0.152623363,Sitting
0.164491596,Sitting
0.131230939,Sitting
0.113972406,Sitting
0.182847367,Sitting
0.130897241,Sitting
0.158384683,Sitting
0.171154402,Sitting
0.170552803,Sitting
0.204488996,Sitting
0.158987895,Sitting
0.218377738,Sitting
0.126761976,Sitting
0.151911013,Sitting
0.155191108,Sitting
0.185901063,Sitting
0.07397591,Sitting
0.131554671,Sitting
0.133783903,Sitting
0.143976532,Sitting
0.118795814,Sitting
0.120423258,Sitting
0.119438889,Sitting
0.161644756,Sitting
0.103450293,Sitting
0.099082242,Sitting
0.125044394,Sitting
0.081313877,Sitting
0.07484459,Sitting
0.136412699,Sitting
0.07556766,Sitting
0.124599904,Sitting
0.080845179,Sitting
0.115209861,Sitting
0.082019345,Sitting
0.062148113,Sitting
0.130115706,Sitting
0.129128117,Sitting
0.102620403,Sitting
0.125848507,Sitting
0.134553483,Sitting
0.114820567,Sitting
0.151506276,Sitting
0.122295926,Sitting
0.130607735,Sitting
0.08631772,Sitting
0.106837173,Sitting
0.109334303,Sitting
0.121853329,Sitting
0.047955383,Sitting
0.10669287,Sitting
0.170366356,Sitting
0.147146458,Sitting
0.117308691,Sitting
0.137998223,Sitting
0.110502991,Sitting
0.13898519,Sitting
0.129308585,Sitting
0.106876126,Sitting
0.077042323,Sitting
0.088380595,Sitting
0.07373835,Sitting
0.033148445,Sitting
0.077050408,Sitting
0.100097562,Sitting
0.145237331,Sitting
0.130402826,Sitting
0.110414677,Sitting
0.111352128,Sitting
0.118071098,Sitting
0.114523054,Sitting
0.148126546,Sitting
0.167918835,Sitting
0.170792756,Sitting
0.192479805,Sitting
0.122764438,Sitting
0.130770265,Sitting
0.153436225,Sitting
0.164928579,Sitting
0.095393327,Sitting
0.186552416,Sitting
0.187123281,Sitting
0.120060475,Sitting
0.078168485,Sitting
0.159786623,Sitting
0.115227147,Sitting
0.131103819,Sitting
0.166071499,Sitting
0.142907129,Sitting
0.125184189,Sitting
0.139682446,Sitting
0.114685327,Sitting
0.159544566,Sitting
0.098030638,Sitting
0.139599868,Sitting
0.145576848,Sitting
0.149026619,Sitting
0.089288203,Sitting
0.149098178,Sitting
0.087148548,Sitting
0.142564203,Sitting
0.14506972,Sitting
0.110472106,Sitting
0.068940066,Sitting
0.141073023,Sitting
0.107259651,Sitting
0.127020008,Sitting
0.116662152,Sitting
0.104314605,Postural Transition
0.150853728,Postural Transition
0.14178472,Postural Transition
0.110465404,Postural Transition
0.105850065,Postural Transition
0.098004158,Postural Transition
0.085034839,Postural Transition
0.092382895,Postural Transition
0.088618522,Postural Transition
0.118969024,Postural Transition
0.099787603,Postural Transition
0.083097636,Postural Transition
0.10435422,Postural Transition
0.086715995,Postural Transition
0.096589397,Postural Transition
0.033590036,Postural Transition
0.035018108,Postural Transition
0.06452171,Postural Transition
-0.004015113,Postural Transition
0.017106994,Postural Transition
0.081713481,Postural Transition
0.072911548,Postural Transition
0.035355869,Postural Transition
0.025787381,Postural Transition
-0.022341669,Postural Transition
0.052534972,Postural Transition
0.06957411,Postural Transition
-0.103177617,Postural Transition
-0.026986566,Postural Transition
-0.070854907,Postural Transition
-0.096480693,Postural Transition
0.010049018,Postural Transition
0.022427057,Postural Transition
0.010112186,Postural Transition
0.048724523,Postural Transition
-0.096264274,Postural Transition
-0.11404177,Postural Transition
-0.169576034,Postural Transition
-0.140257067,Postural Transition
-0.153311844,Postural Transition
-0.17488167,Postural Transition
-0.208885087,Postural Transition
-0.226141164,Postural Transition
-0.261139937,Postural Transition
-0.25992394,Postural Transition
-0.291949569,Postural Transition
-0.304299829,Postural Transition
-0.374654195,Postural Transition
-0.300185209,Postural Transition
-0.317119151,Postural Transition
-0.361552634,Postural Transition
-0.38072878,Postural Transition
-0.363908736,Postural Transition
-0.31129587,Postural Transition
-0.377787608,Postural Transition
-0.332787692,Postural Transition
-0.329883749,Postural Transition
-0.339300292,Postural Transition
-0.339542115,Postural Transition
-0.353923248,Postural Transition
-0.434441867,Postural Transition
-0.355466534,Postural Transition
-0.385661866,Postural Transition
-0.340281169,Postural Transition
-0.430763381,Postural Transition
-0.364730819,Postural Transition
-0.381066036,Postural Transition
-0.36950086,Postural Transition
-0.390161783,Postural Transition
-0.3929225,Postural Transition
-0.342175596,Postural Transition
-0.384576158,Postural Transition
-0.338676856,Postural Transition
-0.307177566,Postural Transition
-0.351819112,Postural Transition
-0.388385939,Postural Transition
-0.362690286,Postural Transition
-0.377051678,Postural Transition
-0.322395825,Postural Transition
-0.329612625,Postural Transition
-0.376107225,Postural Transition
-0.371086492,Postural Transition
-0.40783824,Postural Transition
-0.339768199,Postural Transition
-0.388541546,Postural Transition
-0.352667233,Postural Transition
-0.33419436,Postural Transition
-0.378915971,Postural Transition
-0.296350244,Postural Transition
-0.370182389,Postural Transition
-0.352074596,Postural Transition
-0.326790657,Postural Transition
-0.279172541,Postural Transition
-0.245585616,Postural Transition
-0.220025038,Postural Transition
-0.237280755,Postural Transition
-0.261016071,Postural Transition
-0.261746157,Postural Transition
-0.238752085,Postural Transition
-0.147525113,Postural Transition
-0.181540075,Postural Transition
-0.193861328,Postural Transition
-0.173066084,Postural Transition
-0.252632425,Postural Transition
-0.190569883,Postural Transition
-0.175966785,Postural Transition
-0.228797985,Postural Transition
-0.172055221,Postural Transition
-0.160322627,Postural Transition
-0.170694036,Postural Transition
-0.237630301,Postural Transition
-0.179878422,Postural Transition
-0.213253713,Postural Transition
-0.243679275,Postural Transition
-0.210619454,Postural Transition
-0.206702131,Postural Transition
-0.189130895,Postural Transition
-0.252344592,Postural Transition
-0.237691394,Postural Transition
-0.193071877,Postural Transition
-0.250000356,Postural Transition
-0.2138563,Postural Transition
-0.275847179,Postural Transition
-0.158461633,Postural Transition
-0.206046313,Postural Transition
-0.223070029,Postural Transition
-0.199979267,Postural Transition
-0.215878417,Postural Transition
-0.211191043,Postural Transition
-0.240695531,Postural Transition
-0.153761952,Postural Transition
-0.143814508,Postural Transition
-0.109060494,Postural Transition
-0.181093964,Postural Transition
-0.146298438,Postural Transition
-0.153512584,Postural Transition
-0.142126397,Postural Transition
-0.20015246,Postural Transition
-0.069786205,Postural Transition
-0.136251197,Postural Transition
-0.102672287,Postural Transition
-0.100636819,Postural Transition
-0.127011616,Postural Transition
-0.095055552,Postural Transition
-0.025364518,Postural Transition
-0.059409941,Postural Transition
-0.068744012,Postural Transition
-0.096050709,Postural Transition
-0.039953582,Postural Transition
-0.03010951,Postural Transition
-0.04904928,Walking
-0.063428397,Walking
-0.035507258,Walking
-0.044755654,Walking
0.015503119,Walking
-0.040625571,Walking
-0.045970097,Walking
-0.080500424,Walking
-0.035337256,Walking
-0.078304871,Walking
-0.088108123,Walking
-0.052404614,Walking
-0.02002036,Walking
-0.014148394,Walking
0.025271711,Walking
0.011052893,Walking
-0.065441678,Walking
-0.097773518,Walking
-0.038312422,Walking
-0.090176828,Walking
-0.07438502,Walking
-0.1406698,Walking
-0.279676348,Walking
-0.286356475,Walking
-0.334425094,Walking
-0.409027904,Walking
-0.445171229,Walking
-0.450586163,Walking
-0.384656217,Walking
-0.403290661,Walking
-0.447255774,Walking
-0.432794108,Walking
-0.402487569,Walking
-0.344848884,Walking
-0.393886195,Walking
-0.362577921,Walking
-0.224289722,Walking
-0.349359741,Walking
-0.304021303,Walking
-0.293034775,Walking
-0.260467254,Walking
-0.277738543,Walking
-0.230801757,Walking
-0.164659312,Walking
-0.209933489,Walking
-0.169226969,Walking
-0.162230105,Walking
-0.178026936,Walking
-0.200302247,Walking
-0.230697335,Walking
-0.223641471,Walking
-0.176529365,Walking
-0.122968871,Walking
-0.099835032,Walking
-0.182745802,Walking
-0.094016591,Walking
-0.157447345,Walking
-0.091961401,Walking
-0.119291554,Walking
-0.101552077,Walking
-0.031251076,Walking
-0.065899272,Walking
-0.082841337,Walking
-0.097744298,Walking
-0.096644169,Walking
-0.07291456,Walking
-0.097253481,Walking
-0.074266677,Walking
-0.034284591,Walking
-0.100109592,Walking
-0.073547547,Walking
-0.020232205,Walking
-0.060752615,Walking
-0.044364325,Walking
0.012271243,Walking
-0.015423008,Walking
-0.046101445,Walking
-0.0901707,Walking
-0.108407926,Walking
-0.102198981,Walking
0.013736281,Walking
0.02024864,Walking
0.077890981,Walking
0.036735558,Walking
-0.072872575,Walking
-0.093537401,Walking
-0.174945085,Walking
-0.135671528,Walking
-0.232295609,Walking
-0.290713043,Walking
-0.348827801,Walking
-0.405177343,Walking
-0.399294981,Walking
-0.415950883,Walking
-0.356159149,Walking
-0.30771387,Walking
-0.278393849,Walking
-0.215542332,Walking
-0.281973399,Walking
-0.215598877,Walking
-0.166783188,Walking
-0.183597017,Walking
-0.185819709,Walking
-0.166699944,Walking
-0.120602082,Walking
-0.148732442,Walking
-0.187352564,Walking
-0.136755834,Walking
-0.152321919,Walking
-0.124823645,Walking
-0.139370135,Walking
-0.188552671,Walking
-0.154439229,Walking
-0.152691622,Walking
-0.164937801,Walking
-0.088241018,Walking
-0.139779375,Walking
-0.132587896,Walking
-0.093063856,Walking
-0.122534669,Walking
-0.078815362,Walking
-0.141745611,Walking
-0.10824437,Walking
-0.096551048,Walking
-0.050943815,Walking
-0.106681482,Walking
-0.098165306,Walking
0.024395687,Walking
0.007556852,Walking
0.021040931,Walking
0.057155651,Walking
0.004508345,Walking
0.049559457,Walking
0.029529351,Walking
0.024003062,Walking
0.017354366,Walking
-0.024872429,Walking
0.008642645,Walking
0.047781707,Walking
-0.061084882,Walking
-0.042869751,Walking
-0.060196525,Walking
-0.060202459,Walking
-0.044464159,Walking
0.049436233,Walking
0.045487164,Walking
0.024713137,Walking
-0.097298341,Walking
-0.060561429,Walking
-0.059841074,Walking
-0.049638679,Walking
-0.116458049,Walking
-0.30492018,Walking
-0.352959723,Walking
-0.412676151,Walking
-0.392688561,Walking
-0.423633468,Walking
-0.37403656,Walking
-0.333323278,Walking
-0.375488304,Walking
-0.347393042,Walking
-0.250212214,Walking
-0.250043829,Walking
-0.219675504,Walking
-0.187774239,Walking
-0.202911691,Walking
-0.178140136,Walking
-0.188900489,Walking
-0.223754644,Walking
-0.233742194,Walking
-0.243960684,Walking
-0.213996621,Walking
-0.16337818,Walking
-0.131811209,Walking
-0.181677676,Walking
-0.170982846,Walking
-0.179028784,Walking
-0.167056478,Walking
-0.151058087,Walking
-0.08634294,Walking
-0.115163366,Walking
-0.144992433,Walking
-0.134467145,Walking
-0.102820121,Walking
-0.129431915,Walking
-0.050146912,Walking
-0.014650343,Walking
-0.090672486,Walking
-0.013332298,Walking
-0.126510065,Walking
-0.058214762,Walking
-0.104934403,Walking
-0.049147266,Walking
-0.075624963,Walking
0.001258039,Walking
-0.083741417,Walking
-0.029681244,Walking
-0.008699742,Walking
0.014948975,Walking
-0.007939326,Walking
0.007832381,Walking
0.014424831,Walking
0.01179259,Walking
-0.053613256,Walking
-0.043414485,Walking
-0.063297008,Walking
-0.08255799,Walking
-0.021437609,Walking
-0.016533276,Walking
0.039017688,Walking
0.041881533,Walking
0.05856564,Walking
-0.06407752,Walking
-0.094920824,Walking
-0.115117412,Walking
-0.021464996,Walking
-0.15944897,Walking
-0.185172985,Walking
-0.35190518,Walking
-0.308511042,Walking
-0.278309244,Walking
-0.336547822,Walking
-0.35754362,Walking
-0.353128464,Walking
-0.381286863,Walking
-0.385898956,Walking
-0.287693029,Walking
-0.248103223,Walking
-0.211520652,Walking
-0.239409683,Walking
-0.244572053,Walking
-0.216153496,Walking
-0.237007763,Walking
-0.266867644,Walking
-0.259229675,Walking
-0.26723381,Walking
-0.253848361,Walking
-0.220904908,Walking
-0.207239963,Walking
-0.216956722,Walking
-0.234361597,Walking
-0.177443406,Walking
-0.232031105,Walking
-0.17121448,Walking
-0.139933294,Walking
-0.154715828,Walking
-0.155595532,Walking
-0.157821503,Walking
-0.16235673,Walking
-0.189411003,Walking
-0.16450724,Walking
-0.126192165,Walking
-0.129407155,Walking
-0.14178811,Walking
-0.085623795,Walking
-0.127322691,Walking
-0.085465205,Walking
-0.127269215,Walking
-0.063216985,Walking
-0.085789737,Walking
-0.06526022,Walking
-0.054962926,Walking
0.035928813,Walking
-0.037234468,Walking
-0.055193459,Walking
-0.055357219,Walking
-0.058660053,Walking
-0.159489367,Walking
-0.053747013,Walking
-0.082264179,Walking
0.012992115,Walking
-0.07621873,Walking
-0.084611105,Walking
-0.089946013,Walking
-0.150321931,Walking
-0.11408629,Walking
-0.208091843,Walking
-0.342803022,Walking
-0.39136046,Walking
-0.369069728,Walking
-0.317622525,Walking
-0.432325529,Walking
-0.470321123,Walking
-0.400745955,Walking
-0.372539265,Walking
-0.357374775,Walking
-0.349169624,Walking
-0.328973965,Walking
-0.315685306,Walking
-0.277243105,Walking
-0.22036255,Walking
-0.270723431,Walking
-0.211676309,Walking
-0.196112094,Walking
-0.186204005,Walking
-0.241667091,Walking
-0.216196887,Walking
-0.233242198,Walking
-0.245274043,Walking
-0.185331035,Walking
-0.165390455,Walking
-0.182051218,Walking
-0.252690572,Walking
-0.188020873,Walking
-0.154425846,Walking
-0.179366926,Walking
-0.150288324,Walking
-0.161009212,Walking
-0.132450672,Walking
-0.14714246,Walking
-0.124676409,Walking
-0.13242934,Walking
-0.147260405,Walking
-0.121659283,Walking
-0.152069521,Walking
-0.088930636,Walking
-0.041790714,Walking
-0.039719201,Walking
-0.11023966,Walking
-0.055056142,Walking
0.016123249,Walking
0.000516129,Walking
-0.010262288,Walking
0.010726733,Walking
-0.017325251,Walking
0.040090134,Walking
-0.074110622,Walking
-0.021004528,Walking
-0.131423047,Walking
-0.126897719,Walking
-0.132635986,Walking
-0.090659952,Walking
-0.024150978,Walking
0.016096589,Walking
0.000153669,Walking
-0.044354913,Walking
-0.162074782,Walking
-0.209831818,Walking
-0.194411216,Walking
-0.251505476,Walking
-0.349894366,Walking
-0.340179484,Walking
-0.334409256,Walking
-0.471329436,Walking
-0.469380915,Walking
-0.391583068,Walking
-0.416044294,Walking
-0.365736449,Walking
-0.414338558,Walking
-0.333030597,Walking
-0.243933508,Walking
-0.248638599,Walking
-0.220416564,Walking
-0.210703328,Walking
-0.22250353,Walking
-0.251106979,Walking
-0.186636577,Walking
-0.231080255,Walking
-0.241018379,Walking
-0.175747303,Walking
-0.254496829,Walking
-0.261444046,Walking
-0.215660294,Walking
-0.227022765,Walking
-0.119291093,Walking
-0.182277301,Walking
-0.115986741,Walking
-0.137522622,Walking
-0.077338406,Walking
-0.095066947,Walking
-0.107375472,Walking
-0.078997749,Walking
-0.138428113,Walking
-0.078607434,Walking
-0.141598112,Walking
-0.114045412,Walking
-0.104930911,Walking
-0.05254765,Walking
-0.06606837,Walking
-0.13451806,Walking
-0.039726253,Walking
-0.061787017,Walking
-0.033712602,Walking
-0.068643716,Walking
-0.106584712,Walking
-0.136519226,Walking
-0.085182186,Walking
-0.052918455,Walking
-0.060497854,Walking
-0.08677074,Walking
-0.058022482,Walking
-0.081727939,Walking
-0.065759484,Walking
0.011826461,Walking
-0.056537538,Walking
-0.106813404,Walking
-0.119181936,Walking
-0.177469541,Walking
-0.183890158,Walking
-0.284038129,Walking
-0.332422707,Walking
-0.339690671,Walking
-0.349976186,Walking
-0.435274611,Walking
-0.423086188,Walking
-0.481936432,Walking
-0.38926565,Walking
-0.371564104,Walking
-0.331326469,Walking
-0.333132013,Walking
-0.262360021,Walking
-0.266590591,Walking
-0.257724393,Walking
-0.203764892,Walking
-0.24624861,Walking
-0.228885342,Walking
-0.210724901,Walking
-0.208115676,Walking
-0.238578431,Walking
-0.248660591,Walking
-0.271540453,Walking
-0.213095042,Walking
-0.191862098,Walking
-0.266740408,Walking
-0.263804399,Walking
-0.300366528,Walking
-0.311740604,Walking
-0.20601468,Walking
-0.239230027,Walking
-0.24852617,Walking
-0.195250685,Walking
-0.201118994,Walking
-0.207005423,Walking
-0.236726719,Walking
-0.280660489,Walking
-0.206331983,Walking
-0.211869909,Walking
-0.22279369,Walking
-0.217546857,Walking
-0.116697288,Walking
-0.182583449,Walking
-0.162444731,Walking
-0.111426684,Walking
-0.132898539,Walking
-0.060193884,Walking
-0.135697322,Walking
-0.168258983,Walking
-0.130244113,Walking
-0.143305369,Walking
-0.130640776,Walking
-0.113822047,Walking
-0.106118207,Walking
-0.073654027,Walking
-0.078631925,Walking
-0.02519963,Walking
-0.066361568,Walking
-0.098407655,Walking
-0.143902491,Walking
-0.200329445,Walking
-0.177281572,Walking
-0.252800925,Walking
-0.14805592,Walking
-0.193520364,Walking
-0.125560673,Walking
-0.138755895,Walking
-0.114243213,Walking
-0.169603054,Walking
-0.134543049,Walking
-0.15495626,Walking
-0.090644095,Walking
-0.102558619,Walking
-0.170371106,Walking
-0.105831614,Walking
-0.085303463,Walking
-0.15795138,Walking
-0.116843903,Walking
-0.131158671,Walking
-0.093615537,Walking
-0.107962288,Walking
-0.090639075,Walking
0.004900095,Walking
-0.097182813,Walking
-0.084464265,Walking
-0.026150979,Walking
-0.060541403,Walking
-0.037172904,Walking
0.015971723,Walking
-0.008499973,Walking
-0.004253191,Walking
-0.042507455,Walking
0.026738193,Walking
0.003783395,Walking
0.025869777,Walking
-0.015353543,Walking
-0.037455249,Walking
-0.050177459,Walking
-0.066983323,Walking
-0.055620189,Walking
-0.010565031,Walking
0.011845229,Walking
0.040632861,Walking
-0.019948335,Walking
-0.093595591,Walking
-0.128167106,Walking
-0.114764386,Walking
-0.131320198,Walking
-0.106183006,Walking
-0.062770092,Walking
-0.06382301,Walking
-0.035741242,Walking
0.027853659,Walking
-0.015337162,Walking
-0.118564272,Walking
-0.110402172,Walking
-0.138282588,Walking
-0.134760698,Walking
-0.117034287,Walking
-0.064331616,Walking
0.014874194,Walking
-0.076163241,Walking
-0.100549808,Walking
-0.14325157,Walking
-0.025788096,Walking
-0.037728232,Walking
0.013154641,Walking
-0.130956561,Walking
-0.135695626,Walking
-0.101767063,Walking
-0.171768404,Walking
-0.130614172,Walking
-0.22180083,Walking
-0.112204807,Walking
-0.125963952,Walking
-0.150863429,Walking
-0.086954219,Walking
-0.171664148,Walking
-0.146574337,Walking
-0.134728693,Walking
-0.121394517,Walking
-0.160507701,Walking
-0.137508676,Walking
-0.190995952,Walking
-0.146068528,Walking
-0.16479714,Walking
-0.196833532,Walking
-0.157485802,Walking
-0.131112089,Walking
-0.09156585,Walking
-0.111723431,Walking
-0.110788359,Walking
-0.081158202,Walking
-0.079012866,Walking
-0.138471763,Walking
-0.034020208,Walking
-0.069189066,Walking
-0.149146363,Walking
-0.091542967,Walking
0.008802839,Walking
-0.019519445,Walking
-0.054964173,Walking
-0.052101116,Walking
-0.091465941,Walking
-0.061921417,Walking
-0.062964166,Walking
-0.112305933,Walking
-0.083037663,Walking
-0.050144839,Walking
-0.121124436,Walking
-0.09166092,Walking
-0.063974344,Walking
-0.080098432,Walking
-0.156692452,Walking
-0.214606629,Walking
-0.218914886,Walking
-0.279255198,Walking
-0.240554145,Walking
-0.265328391,Walking
-0.230019454,Walking
-0.232529913,Walking
-0.23874527,Walking
-0.162679482,Walking
-0.249770324,Walking
-0.238064884,Walking
-0.159976746,Walking
-0.062070155,Walking
-0.116839761,Walking
-0.120701611,Walking
-0.107192676,Walking
-0.1303671,Walking
-0.125491284,Walking
-0.143085414,Walking
-0.1197814,Walking
-0.092330219,Walking
-0.122038264,Walking
-0.08710142,Walking
-0.156081142,Walking
-0.116424073,Walking
-0.083467858,Walking
-0.11838359,Walking
-0.123819313,Walking
-0.064951431,Walking
-0.124902743,Walking
-0.087318885,Walking
-0.049514884,Walking
-0.030662711,Walking
-0.075538549,Walking
-0.062649884,Walking
-0.017079985,Walking
-0.06801052,Walking
-0.055540866,Walking
-0.043120757,Walking
-0.066450713,Walking
-0.082392127,Walking
-0.069322979,Walking
-0.065249573,Walking
-0.080919503,Walking
-0.095367393,Walking
-0.090871608,Walking
-0.0728429,Walking
-0.033206033,Walking
-0.032694173,Walking
-0.004051127,Walking
0.019682043,Walking
0.060051504,Walking
0.028620377,Walking
-0.049325898,Walking
-0.070386764,Walking
-0.07025703,Walking
-0.046590442,Walking
-0.067495116,Walking
-0.104568348,Walking
-0.244696761,Walking
-0.28962603,Walking
-0.342397218,Walking
-0.3847961,Walking
-0.471573502,Walking
-0.471556695,Walking
-0.383634783,Walking
-0.382442045,Walking
-0.392006562,Walking
-0.472605591,Walking
-0.449377037,Walking
-0.348967539,Walking
-0.309078156,Walking
-0.18433325,Walking
-0.25273974,Walking
-0.243591974,Walking
-0.226054541,Walking
-0.266202181,Walking
-0.288686698,Walking
-0.340739948,Walking
-0.391239114,Walking
-0.187136212,Walking
-0.171488485,Walking
-0.16419793,Walking
-0.185751874,Walking
-0.2359114,Walking
-0.275722348,Walking
-0.264811007,Walking
-0.172203406,Walking
-0.162956947,Walking
-0.152107526,Walking
-0.179373652,Walking
-0.125650023,Walking
-0.177894661,Walking
-0.144870557,Walking
-0.154688529,Walking
-0.103137773,Walking
-0.110709107,Walking
-0.140760866,Walking
-0.16102627,Walking
-0.099725313,Walking
-0.013253251,Walking
-0.006340747,Walking
0.043218511,Walking
0.043117456,Walking
-0.005871341,Walking
-0.040852847,Walking
-0.07297805,Walking
-0.001683048,Walking
-0.083933454,Walking
-0.071892287,Walking
-0.122234639,Walking
-0.214415557,Walking
-0.183946363,Walking
-0.182901898,Walking
-0.126741889,Walking
-0.069745138,Walking
0.026458087,Walking
-0.019891882,Walking
-0.053224783,Walking
-0.142514721,Walking
-0.051729024,Walking
-0.106049474,Walking
-0.18643089,Walking
-0.239725993,Walking
-0.305431763,Walking
-0.312627908,Walking
-0.434900655,Walking
-0.467676905,Walking
-0.417535355,Walking
-0.328695524,Walking
-0.313105904,Walking
-0.321603008,Walking
-0.302669275,Walking
-0.261356575,Walking
-0.133891203,Walking
-0.241990654,Walking
-0.248054717,Walking
-0.225289459,Walking
-0.260004142,Walking
-0.194580418,Walking
-0.197119781,Walking
-0.223531403,Walking
-0.242322291,Walking
-0.169224971,Walking
-0.155060491,Walking
-0.202614128,Walking
-0.188262737,Walking
-0.245663909,Walking
-0.16399452,Walking
-0.155718566,Walking
-0.12269134,Walking
-0.132607402,Walking
-0.144053606,Walking
-0.161692697,Walking
-0.176787904,Walking
-0.157630071,Walking
-0.189716863,Walking
-0.145933561,Walking
-0.124962867,Walking
-0.082570032,Walking
-0.151485075,Walking
-0.098325187,Walking
-0.08256187,Walking
-0.055352336,Walking
-0.000971404,Walking
-0.008586262,Walking
-0.109410232,Walking
-0.073940296,Walking
-0.038585315,Walking
-0.092633,Walking
-0.084227913,Walking
-0.111328848,Walking
-0.138652814,Walking
-0.168202862,Walking
-0.173393492,Walking
-0.009444587,Walking
0.057434028,Walking
0.06914089,Walking
-0.024830592,Walking
-0.080063496,Walking
-0.090410726,Walking
-0.049587637,Walking
-0.21184005,Walking
-0.444604257,Walking
-0.455904663,Walking
-0.391465592,Walking
-0.585269655,Walking
-0.685158006,Walking
-0.644775104,Walking
-0.494185381,Walking
-0.436569552,Walking
-0.306726685,Walking
-0.28598146,Walking
-0.257828779,Walking
-0.202035783,Walking
-0.275084679,Walking
-0.244638404,Walking
-0.243487333,Walking
-0.253353687,Walking
-0.214777979,Walking
-0.236881748,Walking
-0.30786411,Walking
-0.25211765,Walking
-0.28573641,Walking
-0.154404424,Walking
-0.183913354,Walking
-0.177853111,Walking
-0.215431746,Walking
-0.23942222,Walking
-0.171643145,Walking
-0.184141765,Walking
-0.117284732,Walking
-0.200836492,Walking
-0.201787627,Walking
-0.217547552,Walking
-0.180542052,Walking
-0.242672454,Walking
-0.183037001,Walking
-0.151409297,Walking
-0.08158333,Walking
-0.128134189,Walking
-0.14316841,Walking
-0.050136582,Walking
-0.12059642,Walking
-0.097026015,Walking
-0.093267663,Walking
-0.083410465,Walking
-0.081567901,Walking
-0.038410351,Walking
-0.020761891,Walking
-0.039737074,Walking
-0.024055697,Walking
-0.016487043,Walking
-0.067617752,Walking
-0.065246691,Walking
-0.111374529,Walking
-0.078463229,Walking
-0.068701784,Walking
0.046729085,Walking
-0.093858196,Walking
-0.119224474,Walking
-0.176001452,Walking
-0.161975386,Walking
-0.165965194,Walking
-0.247654484,Walking
-0.374543743,Walking
-0.500615522,Walking
-0.558436651,Walking
-0.509511397,Walking
-0.459883656,Walking
-0.42673979,Walking
-0.337792984,Walking
-0.311178385,Walking
-0.296580398,Walking
-0.330157773,Walking
-0.322167217,Walking
-0.303369817,Walking
-0.283593589,Walking
-0.287754816,Walking
-0.294681364,Walking
-0.284728533,Walking
-0.203889173,Walking
-0.272047083,Walking
-0.157642494,Walking
-0.172286201,Walking
-0.249453496,Walking
-0.207788314,Walking
-0.199407982,Walking
-0.169680624,Walking
-0.237042719,Walking
-0.157161047,Walking
-0.146029851,Walking
-0.208478599,Walking
-0.165153477,Walking
-0.20909524,Walking
-0.15994763,Walking
-0.1072829,Walking
-0.173066432,Walking
-0.131365721,Walking
-0.177706897,Walking
-0.140909787,Walking
-0.108596578,Walking
-0.135089907,Walking
-0.078192711,Walking
-0.115136389,Walking
-0.143810817,Walking
-0.078462948,Walking
-0.024962299,Walking
-0.072746285,Walking
-0.034898035,Walking
-0.059511435,Walking
-0.078163178,Walking
-0.041471943,Walking
